;ID_chantier;CI;Client;Zone_km;Statut;Date_installation;Adresse;latitude;longitude
1967;1419;BZNX.222099;BZ/GCI;0 à 50 km;Archivé;01/01/2018;18 RUE DE DON QUERTE, 75010 PARIS 10;1,55278;15,64056
1970;2115;B09X.PH0047;HAS/HAS NEUF;Zone IDF 0 à 50 km;Traité;03/10/2022;58 Avenue Parmentier, 75011 PARIS 11;-4,74528;14,69056
1971;746;B33X.PR0180;HAR/HAR/HAR;Zone IDF 0 à 50 km;Archivé;12/03/2019;14 Rue Oberkampf, 75011 PARIS 11;-4,74528;14,69056
1972;398;PE0078;REP/REP;Zone IDF 0 à 50 km;Archivé;01/11/2016;211 Rue de BERCY, 75012 Paris;48,845174;2,3711224
1973;1551;BZNX.221147;BZ/BAT;0 à 50 km;Archivé;13/05/2019;123 RUE DE CHARENTON , 75012 PARIS 12;18,3;-74,16667
1974;1823;B09X.PH0031;HAS/HAS REHA;0 à 50 km;Archivé;02/09/2019;75 rue Claude Decaen , 75012 PARIS 12;18,3;-74,16667
1975;392;B33X.PR0176;HAR/HAR/HAR;Zone IDF 0 à 50 km;Archivé;05/11/2018;4 Place Félix Eboué, 75012 Paris;48,8392632;2,3951698
1977;247;PC0071;CPI/CPI;Zone IDF 0 à 50 km;Archivé;07/12/2015;2 rue Archimède GERTY, 75012 Paris;48,8412;2,3876
1984;2786;Z32X.PO0182;EQUIPEMENTS PUBLICS/EQUIPEMENTS PUBLICS/EQUIP PUBLIC :  Etat & administrations;0 à 50 km;Traité;15/10/2022;38 Boulevard Soult  , 75012 PARIS 12;18,3;-74,16667
1985;1862;B08X.PR0204;HAR/HAR/HAR;0 à 50 km;Archivé;01/07/2020;18 rue jean-baptiste berlier, ZAC Bruneseau - Lot B1-B2, 75013 PARIS 13;52,4814;-1,8998
1986;2284;BZNX.222129;IEP/IEP;Zone IDF 0 à 50 km;Archivé;01/12/2020;5 Boulevard de l'Hopital, 75013 PARIS 13;48,8322;2,3561
1987;1460;BZNX.225189;HAS/HAS REHA;0 à 50 km;Archivé;07/01/2019;3-9, rue du Chevaleret, 75013 PARIS 13;48,8322;2,3561
1989;2008;B09X.PS0578;HAS/HAS NEUF;0 à 50 km;Archivé;13/04/2020;11 Rue Fulton, 75013 PARIS 13;48,8322;2,3561
1995;1747;BZNX.222125;IEP/IEP;0 à 50 km;Archivé;09/03/2020;10 Rue Abel Hovelacque , 75013 PARIS 13;48,8322;2,3561
1996;833;B09X.PS0500;HAS/HAS NEUF;Zone IDF 0 à 50 km;Archivé;05/02/2018;Quai d'Ivry, 75013 PARIS 13;48,8322;2,3561
1998;731;BZNX.225159;HAS/HAS REHA;Zone IDF 0 à 50 km;Archivé;07/05/2018;11-13 rue Domrémy, 75013 PARIS 13;48,8322;2,3561
1999;2942;Z32X.PO0169;INDUSTRIE France/INDUSTRIE France/INDUSTRIE IDF;0 à 50 km;Traité;10/01/2022;81 à 103, Quai d'Austerlitz , SNCF - PAZ – INTERMODALITE  , 75013 PARIS 13;33,1186;-96,6773
2000;2384;Z32X.223059;IEP/IEP;0 à 50 km;Archivé;01/07/2021;27 Rue du Moulinet, 75013 PARIS 13;48,8322;2,3561
